 time                v(vout)             v(vinf)             v(en)               i(L1)              
 0.000000000000e+00  1.199926846611e+01  2.618784163693e-04 -1.004299714660e-04 -1.011861675339e-05 
 5.160000000000e-04  3.805937545605e-01  1.012458391428e+00  5.807385559385e-02 -1.964135502821e-06 
 5.170000000000e-04  3.805582833412e-01  1.014479126371e+00  5.808079542038e-02 -1.963924693733e-06 
 5.180000000000e-04  3.805228154281e-01  1.016501197980e+00  5.808772172942e-02 -1.963713750636e-06 
 5.190000000000e-04  3.804873508211e-01  1.018524604635e+00  5.809463457275e-02 -1.963502674715e-06 
 5.200000000000e-04  3.804518895196e-01  1.020549344726e+00  5.810153400175e-02 -1.963291463099e-06 
 5.210000000000e-04  3.804164315237e-01  1.022575416647e+00  5.810842006753e-02 -1.963080118869e-06 
 5.220000000000e-04  3.803809768327e-01  1.024602818802e+00  5.811529282085e-02 -1.962868638050e-06 
 5.230000000000e-04  3.803455254465e-01  1.026631549602e+00  5.812215231223e-02 -1.962657025602e-06 
 5.240000000000e-04  3.803100773649e-01  1.028661607466e+00  5.812899859215e-02 -1.962445280773e-06 
 5.250000000000e-04  3.802746325873e-01  1.030692990821e+00  5.813583171043e-02 -1.962233400614e-06 
 5.260000000000e-04  3.802391911135e-01  1.032725698101e+00  5.814265171696e-02 -1.962021389516e-06 
 5.270000000000e-04  3.802037529434e-01  1.034759727746e+00  5.814945866114e-02 -1.961809241788e-06 
 5.280000000000e-04  3.801683180764e-01  1.036795078205e+00  5.815625259205e-02 -1.961596963783e-06 
 5.290000000000e-04  3.801328865124e-01  1.038831747934e+00  5.816303355888e-02 -1.961384552102e-06 
 5.300000000000e-04  3.800974582509e-01  1.040869735396e+00  5.816980161008e-02 -1.961172008110e-06 
 5.310000000000e-04  3.800620332917e-01  1.042909039059e+00  5.817655679425e-02 -1.960959332006e-06 
 5.320000000000e-04  3.800266116345e-01  1.044949657401e+00  5.818329915942e-02 -1.960746522836e-06 
 5.330000000000e-04  3.799911932790e-01  1.046991588905e+00  5.819002875358e-02 -1.960533583383e-06 
 5.340000000000e-04  3.799557782249e-01  1.049034832061e+00  5.819674562433e-02 -1.960320511132e-06 
 5.350000000000e-04  3.799203664718e-01  1.051079385365e+00  5.820344981896e-02 -1.960107306463e-06 
 5.360000000000e-04  3.798849580195e-01  1.053125247321e+00  5.821014138471e-02 -1.959893971432e-06 
 5.370000000000e-04  3.798495528676e-01  1.055172416439e+00  5.821682036855e-02 -1.959680504200e-06 
 5.380000000000e-04  3.798141510159e-01  1.057220891235e+00  5.822348681685e-02 -1.959466905451e-06 
 5.390000000000e-04  3.797787524639e-01  1.059270670231e+00  5.823014077622e-02 -1.959253175256e-06 
 5.400000000000e-04  3.797433572116e-01  1.061321751955e+00  5.823678229268e-02 -1.959039314714e-06 
 5.410000000000e-04  3.797079652583e-01  1.063374134943e+00  5.824341141217e-02 -1.958825322809e-06 
 5.420000000000e-04  3.796725766042e-01  1.065427817737e+00  5.825002818040e-02 -1.958611199508e-06 
 5.430000000000e-04  3.796371912485e-01  1.067482798882e+00  5.825663264252e-02 -1.958396946395e-06 
 5.440000000000e-04  3.796018091912e-01  1.069539076932e+00  5.826322484395e-02 -1.958182563708e-06 
 5.450000000000e-04  3.795664304319e-01  1.071596650446e+00  5.826980482950e-02 -1.957968049627e-06 
 5.460000000000e-04  3.795310549702e-01  1.073655517987e+00  5.827637264385e-02 -1.957753405346e-06 
 5.470000000000e-04  3.794956828058e-01  1.075715678128e+00  5.828292833150e-02 -1.957538630713e-06 
 5.480000000000e-04  3.794603139386e-01  1.077777129444e+00  5.828947193661e-02 -1.957323726166e-06 
 5.490000000000e-04  3.794249483681e-01  1.079839870517e+00  5.829600350319e-02 -1.957108692888e-06 
 5.500000000000e-04  3.793895860940e-01  1.081903899934e+00  5.830252307499e-02 -1.956893530137e-06 
 5.510000000000e-04  3.793542271160e-01  1.083969216287e+00  5.830903069545e-02 -1.956678237163e-06 
 5.520000000000e-04  3.793188714340e-01  1.086035818176e+00  5.831552640798e-02 -1.956462815040e-06 
 5.530000000000e-04  3.792835190474e-01  1.088103704204e+00  5.832201025549e-02 -1.956247263375e-06 
 5.540000000000e-04  3.792481699560e-01  1.090172872978e+00  5.832848228096e-02 -1.956031584090e-06 
 5.550000000000e-04  3.792128241596e-01  1.092243323116e+00  5.833494252687e-02 -1.955815774716e-06 
 5.560000000000e-04  3.791774816578e-01  1.094315053233e+00  5.834139103572e-02 -1.955599837923e-06 
 5.570000000000e-04  3.791421424503e-01  1.096388061956e+00  5.834782784961e-02 -1.955383771779e-06 
 5.580000000000e-04  3.791068065367e-01  1.098462347915e+00  5.835425301041e-02 -1.955167576417e-06 
 5.590000000000e-04  3.790714739168e-01  1.100537909742e+00  5.836066656000e-02 -1.954951252604e-06 
 5.600000000000e-04  3.790361445903e-01  1.102614746079e+00  5.836706853983e-02 -1.954734802359e-06 
 5.610000000000e-04  3.790008185568e-01  1.104692855568e+00  5.837345899114e-02 -1.954518222242e-06 
 5.620000000000e-04  3.789654958162e-01  1.106772236860e+00  5.837983795502e-02 -1.954301515179e-06 
 5.630000000000e-04  3.789301763680e-01  1.108852888608e+00  5.838620547239e-02 -1.954084680500e-06 
 5.640000000000e-04  3.788948602119e-01  1.110934809471e+00  5.839256158380e-02 -1.953867716973e-06 
 5.650000000000e-04  3.788595473477e-01  1.113017998113e+00  5.839890632976e-02 -1.953650626806e-06 
 5.660000000000e-04  3.788242377750e-01  1.115102453200e+00  5.840523975052e-02 -1.953433409115e-06 
 5.670000000000e-04  3.787889314934e-01  1.117188173407e+00  5.841156188595e-02 -1.953216063809e-06 
 5.680000000000e-04  3.787536285030e-01  1.119275157410e+00  5.841787277607e-02 -1.952998592754e-06 
 5.690000000000e-04  3.787183288029e-01  1.121363403889e+00  5.842417246032e-02 -1.952780992721e-06 
 5.700000000000e-04  3.786830323933e-01  1.123452911532e+00  5.843046097825e-02 -1.952563268640e-06 
 5.710000000000e-04  3.786477392738e-01  1.125543679029e+00  5.843673836893e-02 -1.952345414359e-06 
 5.720000000000e-04  3.786124494438e-01  1.127635705074e+00  5.844300467143e-02 -1.952127435956e-06 
 5.730000000000e-04  3.785771629031e-01  1.129728988366e+00  5.844925992451e-02 -1.951909330715e-06 
 5.740000000000e-04  3.785418796516e-01  1.131823527609e+00  5.845550416682e-02 -1.951691098190e-06 
 5.750000000000e-04  3.785065996889e-01  1.133919321509e+00  5.846173743665e-02 -1.951472741282e-06 
 5.760000000000e-04  3.784713230145e-01  1.136016368778e+00  5.846795977242e-02 -1.951254256815e-06 
 5.770000000000e-04  3.784360496285e-01  1.138114668133e+00  5.847417121190e-02 -1.951035646300e-06 
 5.780000000000e-04  3.784007795303e-01  1.140214218291e+00  5.848037179306e-02 -1.950816910775e-06 
 5.790000000000e-04  3.783655127195e-01  1.142315017978e+00  5.848656155340e-02 -1.950598050257e-06 
 5.800000000000e-04  3.783302491960e-01  1.144417065919e+00  5.849274053053e-02 -1.950379062928e-06 
 5.810000000000e-04  3.782949889594e-01  1.146520360848e+00  5.849890876142e-02 -1.950159950349e-06 
 5.820000000000e-04  3.782597320096e-01  1.148624901500e+00  5.850506628342e-02 -1.949940712076e-06 
 5.830000000000e-04  3.782244783459e-01  1.150730686613e+00  5.851121313323e-02 -1.949721350173e-06 
 5.840000000000e-04  3.781892279683e-01  1.152837714931e+00  5.851734934751e-02 -1.949501862118e-06 
 5.850000000000e-04  3.781539808763e-01  1.154945985200e+00  5.852347496281e-02 -1.949282250188e-06 
 5.860000000000e-04  3.781187370699e-01  1.157055496171e+00  5.852959001545e-02 -1.949062511888e-06 
 5.870000000000e-04  3.780834965484e-01  1.159166246598e+00  5.853569454143e-02 -1.948842649706e-06 
 5.880000000000e-04  3.780482593118e-01  1.161278235238e+00  5.854178857680e-02 -1.948622662740e-06 
 5.890000000000e-04  3.780130253595e-01  1.163391460854e+00  5.854787215737e-02 -1.948402551861e-06 
 5.900000000000e-04  3.779777946916e-01  1.165505922209e+00  5.855394531857e-02 -1.948182316842e-06 
 5.910000000000e-04  3.779425673075e-01  1.167621618074e+00  5.856000809583e-02 -1.947961957821e-06 
 5.920000000000e-04  3.779073432070e-01  1.169738547219e+00  5.856606052450e-02 -1.947741473407e-06 
 5.930000000000e-04  3.778721223897e-01  1.171856708419e+00  5.857210263952e-02 -1.947520866381e-06 
 5.940000000000e-04  3.778369048553e-01  1.173976100455e+00  5.857813447576e-02 -1.947300135135e-06 
 5.950000000000e-04  3.778016906036e-01  1.176096722107e+00  5.858415606788e-02 -1.947079279145e-06 
 5.960000000000e-04  3.777664796342e-01  1.178218572161e+00  5.859016745055e-02 -1.946858301105e-06 
 5.970000000000e-04  3.777312719468e-01  1.180341649407e+00  5.859616865799e-02 -1.946637199541e-06 
 5.980000000000e-04  3.776960675412e-01  1.182465952636e+00  5.860215972439e-02 -1.946415974920e-06 
 5.990000000000e-04  3.776608664169e-01  1.184591480643e+00  5.860814068382e-02 -1.946194626259e-06 
 6.000000000000e-04  3.776256685739e-01  1.186718232228e+00  5.861411157001e-02 -1.945973155124e-06 
 6.010000000000e-04  3.775904740115e-01  1.188846206192e+00  5.862007241670e-02 -1.945751561622e-06 
 6.020000000000e-04  3.775552827298e-01  1.190975401339e+00  5.862602325749e-02 -1.945529844337e-06 
 6.030000000000e-04  3.775200947281e-01  1.193105816478e+00  5.863196412562e-02 -1.945308004247e-06 
 6.040000000000e-04  3.774849100063e-01  1.195237450420e+00  5.863789505414e-02 -1.945086042370e-06 
 6.050000000000e-04  3.774497285641e-01  1.197370301979e+00  5.864381607630e-02 -1.944863957153e-06 
 6.060000000000e-04  3.774145504013e-01  1.199504369972e+00  5.864972722481e-02 -1.944641750255e-06 
 6.070000000000e-04  3.773793755174e-01  1.201639653218e+00  5.865562853231e-02 -1.944419420836e-06 
 6.080000000000e-04  3.773442039121e-01  1.203776150543e+00  5.866152003144e-02 -1.944196968678e-06 
 6.090000000000e-04  3.773090355853e-01  1.205913860769e+00  5.866740175457e-02 -1.943974396810e-06 
 6.100000000000e-04  3.772738705364e-01  1.208052782729e+00  5.867327373379e-02 -1.943751701268e-06 
 6.110000000000e-04  3.772387087653e-01  1.210192915252e+00  5.867913600123e-02 -1.943528884069e-06 
 6.120000000000e-04  3.772035502717e-01  1.212334257172e+00  5.868498858872e-02 -1.943305946912e-06 
 6.130000000000e-04  3.771683950551e-01  1.214476807329e+00  5.869083152809e-02 -1.943082885715e-06 
 6.140000000000e-04  3.771332431155e-01  1.216620564562e+00  5.869666485089e-02 -1.942859704474e-06 
 6.150000000000e-04  3.770980944523e-01  1.218765527714e+00  5.870248858842e-02 -1.942636401075e-06 
 6.160000000000e-04  3.770629490654e-01  1.220911695629e+00  5.870830277211e-02 -1.942412978177e-06 
 6.170000000000e-04  3.770278069544e-01  1.223059067158e+00  5.871410743304e-02 -1.942189433999e-06 
 6.180000000000e-04  3.769926681189e-01  1.225207641150e+00  5.871990260215e-02 -1.941965767848e-06 
 6.190000000000e-04  3.769575325588e-01  1.227357416460e+00  5.872568831025e-02 -1.941741981815e-06 
 6.200000000000e-04  3.769224002736e-01  1.229508391944e+00  5.873146458806e-02 -1.941518073993e-06 
 6.210000000000e-04  3.768872712632e-01  1.231660566460e+00  5.873723146601e-02 -1.941294045040e-06 
 6.220000000000e-04  3.768521455273e-01  1.233813938870e+00  5.874298897461e-02 -1.941069897123e-06 
 6.230000000000e-04  3.768170230652e-01  1.235968508038e+00  5.874873714402e-02 -1.940845628403e-06 
 6.240000000000e-04  3.767819038770e-01  1.238124272831e+00  5.875447600430e-02 -1.940621240718e-06 
 6.250000000000e-04  3.767467879624e-01  1.240281232118e+00  5.876020558541e-02 -1.940396730965e-06 
 6.260000000000e-04  3.767116753207e-01  1.242439384770e+00  5.876592591713e-02 -1.940172102224e-06 
 6.270000000000e-04  3.766765659520e-01  1.244598729661e+00  5.877163702908e-02 -1.939947354164e-06 
 6.280000000000e-04  3.766414598559e-01  1.246759265667e+00  5.877733895085e-02 -1.939722486131e-06 
 6.290000000000e-04  3.766063570320e-01  1.248920991667e+00  5.878303171174e-02 -1.939497497867e-06 
 6.300000000000e-04  3.765712574801e-01  1.251083906543e+00  5.878871534102e-02 -1.939272389449e-06 
 6.310000000000e-04  3.765361611997e-01  1.253248009178e+00  5.879438986774e-02 -1.939047162684e-06 
 6.320000000000e-04  3.765010681908e-01  1.255413298457e+00  5.880005532087e-02 -1.938821814886e-06 
 6.330000000000e-04  3.764659784529e-01  1.257579773269e+00  5.880571172923e-02 -1.938596350688e-06 
 6.340000000000e-04  3.764308919857e-01  1.259747432504e+00  5.881135912144e-02 -1.938370765757e-06 
 6.350000000000e-04  3.763958087889e-01  1.261916275055e+00  5.881699752608e-02 -1.938145062478e-06 
 6.360000000000e-04  3.763607288622e-01  1.264086299817e+00  5.882262697156e-02 -1.937919239434e-06 
 6.370000000000e-04  3.763256522053e-01  1.266257505687e+00  5.882824748609e-02 -1.937693298037e-06 
 6.380000000000e-04  3.762905788179e-01  1.268429891564e+00  5.883385909797e-02 -1.937467236819e-06 
 6.390000000000e-04  3.762555086998e-01  1.270603456350e+00  5.883946183493e-02 -1.937241058005e-06 
 6.400000000000e-04  3.762204418505e-01  1.272778198948e+00  5.884505572505e-02 -1.937014761307e-06 
 6.410000000000e-04  3.761853782699e-01  1.274954118266e+00  5.885064079594e-02 -1.936788346576e-06 
 6.420000000000e-04  3.761503179574e-01  1.277131213210e+00  5.885621707529e-02 -1.936561812682e-06 
 6.430000000000e-04  3.761152609129e-01  1.279309482690e+00  5.886178459054e-02 -1.936335161211e-06 
 6.440000000000e-04  3.760802071363e-01  1.281488925619e+00  5.886734336910e-02 -1.936108391594e-06 
 6.450000000000e-04  3.760451566269e-01  1.283669540911e+00  5.887289343803e-02 -1.935881504143e-06 
 6.460000000000e-04  3.760101093846e-01  1.285851327482e+00  5.887843482466e-02 -1.935654498883e-06 
 6.470000000000e-04  3.759750654090e-01  1.288034284251e+00  5.888396755575e-02 -1.935427376024e-06 
 6.480000000000e-04  3.759400246999e-01  1.290218410137e+00  5.888949165820e-02 -1.935200135402e-06 
 6.490000000000e-04  3.759049872570e-01  1.292403704064e+00  5.889500715870e-02 -1.934972777857e-06 
 6.500000000000e-04  3.758699530798e-01  1.294590164955e+00  5.890051408391e-02 -1.934745301199e-06 
 6.510000000000e-04  3.758349221685e-01  1.296777791736e+00  5.890601246026e-02 -1.934517709567e-06 
 6.520000000000e-04  3.757998945220e-01  1.298966583336e+00  5.891150231411e-02 -1.934290000481e-06 
 6.530000000000e-04  3.757648701409e-01  1.301156538685e+00  5.891698367162e-02 -1.934062174141e-06 
 6.540000000000e-04  3.757298490239e-01  1.303347656715e+00  5.892245655895e-02 -1.933834229319e-06 
 6.550000000000e-04  3.756948311716e-01  1.305539936359e+00  5.892792100202e-02 -1.933606170100e-06 
 6.560000000000e-04  3.756598165832e-01  1.307733376554e+00  5.893337702678e-02 -1.933377993276e-06 
 6.570000000000e-04  3.756248052585e-01  1.309927976236e+00  5.893882465886e-02 -1.933149698331e-06 
 6.580000000000e-04  3.755897971974e-01  1.312123734345e+00  5.894426392399e-02 -1.932921288467e-06 
 6.590000000000e-04  3.755547923990e-01  1.314320649823e+00  5.894969484751e-02 -1.932692763114e-06 
 6.600000000000e-04  3.755197908638e-01  1.316518721612e+00  5.895511745500e-02 -1.932464120534e-06 
 6.610000000000e-04  3.754847925911e-01  1.318717948658e+00  5.896053177156e-02 -1.932235361786e-06 
 6.620000000000e-04  3.754497975802e-01  1.320918329906e+00  5.896593782251e-02 -1.932006486715e-06 
 6.630000000000e-04  3.754148058314e-01  1.323119864305e+00  5.897133563272e-02 -1.931777495764e-06 
 6.640000000000e-04  3.753798173445e-01  1.325322550806e+00  5.897672522719e-02 -1.931548389064e-06 
 6.650000000000e-04  3.753448321187e-01  1.327526388358e+00  5.898210663076e-02 -1.931319167548e-06 
 6.660000000000e-04  3.753098501535e-01  1.329731375918e+00  5.898747986808e-02 -1.931089828074e-06 
 6.670000000000e-04  3.752748714495e-01  1.331937512439e+00  5.899284496374e-02 -1.930860376035e-06 
 6.680000000000e-04  3.752398960056e-01  1.334144796878e+00  5.899820194217e-02 -1.930630807309e-06 
 6.690000000000e-04  3.752049238217e-01  1.336353228194e+00  5.900355082782e-02 -1.930401123122e-06 
 6.700000000000e-04  3.751699548977e-01  1.338562805347e+00  5.900889164484e-02 -1.930171323900e-06 
 6.710000000000e-04  3.751349892333e-01  1.340773527298e+00  5.901422441750e-02 -1.929941408626e-06 
 6.720000000000e-04  3.751000268279e-01  1.342985393011e+00  5.901954916972e-02 -1.929711380331e-06 
 6.730000000000e-04  3.750650676813e-01  1.345198401451e+00  5.902486592543e-02 -1.929481234990e-06 
 6.740000000000e-04  3.750301117932e-01  1.347412551585e+00  5.903017470848e-02 -1.929250976021e-06 
 6.750000000000e-04  3.749951591636e-01  1.349627842381e+00  5.903547554256e-02 -1.929020601533e-06 
 6.760000000000e-04  3.749602097919e-01  1.351844272808e+00  5.904076845137e-02 -1.928790113147e-06 
 6.770000000000e-04  3.749252636776e-01  1.354061841837e+00  5.904605345820e-02 -1.928559510751e-06 
 6.780000000000e-04  3.748903208207e-01  1.356280548443e+00  5.905133058658e-02 -1.928328792947e-06 
 6.790000000000e-04  3.748553812209e-01  1.358500391597e+00  5.905659985978e-02 -1.928097961798e-06 
 6.800000000000e-04  3.748204448780e-01  1.360721370277e+00  5.906186130092e-02 -1.927867016857e-06 
 6.810000000000e-04  3.747855117914e-01  1.362943483460e+00  5.906711493308e-02 -1.927635956226e-06 
 6.820000000000e-04  3.747505819609e-01  1.365166730125e+00  5.907236077931e-02 -1.927404782866e-06 
 6.830000000000e-04  3.747156553859e-01  1.367391109251e+00  5.907759886240e-02 -1.927173495786e-06 
 6.840000000000e-04  3.746807320669e-01  1.369616619821e+00  5.908282920521e-02 -1.926942095699e-06 
 6.850000000000e-04  3.746458120029e-01  1.371843260818e+00  5.908805183031e-02 -1.926710579691e-06 
 6.860000000000e-04  3.746108951939e-01  1.374071031226e+00  5.909326676036e-02 -1.926478950039e-06 
 6.870000000000e-04  3.745759816393e-01  1.376299930032e+00  5.909847401765e-02 -1.926247209225e-06 
 6.880000000000e-04  3.745410713392e-01  1.378529956222e+00  5.910367362477e-02 -1.926015354416e-06 
 6.890000000000e-04  3.745061642929e-01  1.380761108786e+00  5.910886560386e-02 -1.925783385027e-06 
 6.900000000000e-04  3.744712605004e-01  1.382993386713e+00  5.911404997711e-02 -1.925551303256e-06 
 6.910000000000e-04  3.744363599612e-01  1.385226788995e+00  5.911922676654e-02 -1.925319109979e-06 
 6.920000000000e-04  3.744014626754e-01  1.387461314627e+00  5.912439599425e-02 -1.925086802582e-06 
 6.930000000000e-04  3.743665686422e-01  1.389696962600e+00  5.912955768197e-02 -1.924854381938e-06 
 6.940000000000e-04  3.743316778612e-01  1.391933731912e+00  5.913471185162e-02 -1.924621848559e-06 
 6.950000000000e-04  3.742967903328e-01  1.394171621559e+00  5.913985852478e-02 -1.924389202997e-06 
 6.960000000000e-04  3.742619060560e-01  1.396410630539e+00  5.914499772312e-02 -1.924156444441e-06 
 6.970000000000e-04  3.742270250308e-01  1.398650757852e+00  5.915012946804e-02 -1.923923573496e-06 
 6.980000000000e-04  3.741921472571e-01  1.400892002499e+00  5.915525378102e-02 -1.923690591350e-06 
 6.990000000000e-04  3.741572727342e-01  1.403134363481e+00  5.916037068328e-02 -1.923457496728e-06 
 7.000000000000e-04  3.741224014620e-01  1.405377839804e+00  5.916548019619e-02 -1.923224289023e-06 
 7.010000000000e-04  3.740875334398e-01  1.407622430469e+00  5.917058234074e-02 -1.922990970434e-06 
 7.020000000000e-04  3.740526686680e-01  1.409868134485e+00  5.917567713800e-02 -1.922757537827e-06 
 7.030000000000e-04  3.740178071460e-01  1.412114950859e+00  5.918076460888e-02 -1.922523995984e-06 
 7.040000000000e-04  3.739829488734e-01  1.414362878597e+00  5.918584477436e-02 -1.922290340619e-06 
 7.050000000000e-04  3.739480938498e-01  1.416611916712e+00  5.919091765496e-02 -1.922056573930e-06 
 7.060000000000e-04  3.739132420753e-01  1.418862064211e+00  5.919598327156e-02 -1.921822696427e-06 
 7.070000000000e-04  3.738783935493e-01  1.421113320109e+00  5.920104164470e-02 -1.921588706148e-06 
 7.080000000000e-04  3.738435482715e-01  1.423365683418e+00  5.920609279476e-02 -1.921354604925e-06 
 7.090000000000e-04  3.738087062413e-01  1.425619153153e+00  5.921113674220e-02 -1.921120393770e-06 
 7.100000000000e-04  3.737738674591e-01  1.427873728328e+00  5.921617350741e-02 -1.920886071671e-06 
 7.110000000000e-04  3.737390319242e-01  1.430129407962e+00  5.922120311051e-02 -1.920651636840e-06 
 7.120000000000e-04  3.737041996362e-01  1.432386191072e+00  5.922622557168e-02 -1.920417091994e-06 
 7.130000000000e-04  3.736693705950e-01  1.434644076677e+00  5.923124091102e-02 -1.920182435914e-06 
 7.140000000000e-04  3.736345448003e-01  1.436903063797e+00  5.923624914846e-02 -1.919947668757e-06 
 7.150000000000e-04  3.735997222515e-01  1.439163151453e+00  5.924125030382e-02 -1.919712791767e-06 
 7.160000000000e-04  3.735649029485e-01  1.441424338668e+00  5.924624439694e-02 -1.919477804362e-06 
 7.170000000000e-04  3.735300868913e-01  1.443686624466e+00  5.925123144765e-02 -1.919242705896e-06 
 7.180000000000e-04  3.734952740790e-01  1.445950007871e+00  5.925621147537e-02 -1.919007498829e-06 
 7.190000000000e-04  3.734604645117e-01  1.448214487908e+00  5.926118449974e-02 -1.918772180318e-06 
 7.200000000000e-04  3.734256581894e-01  1.450480063605e+00  5.926615054031e-02 -1.918536751653e-06 
 7.210000000000e-04  3.733908551109e-01  1.452746733989e+00  5.927110961635e-02 -1.918301212546e-06 
 7.220000000000e-04  3.733560552766e-01  1.455014498090e+00  5.927606174713e-02 -1.918065562385e-06 
 7.230000000000e-04  3.733212586858e-01  1.457283354937e+00  5.928100695199e-02 -1.917829804062e-06 
 7.240000000000e-04  3.732864653388e-01  1.459553303562e+00  5.928594524995e-02 -1.917593936300e-06 
 7.250000000000e-04  3.732516752347e-01  1.461824342995e+00  5.929087666015e-02 -1.917357958732e-06 
 7.260000000000e-04  3.732168883733e-01  1.464096472273e+00  5.929580120153e-02 -1.917121871207e-06 
 7.270000000000e-04  3.731821047545e-01  1.466369690426e+00  5.930071889290e-02 -1.916885673111e-06 
 7.280000000000e-04  3.731473243776e-01  1.468643996492e+00  5.930562975320e-02 -1.916649366635e-06 
 7.290000000000e-04  3.731125472429e-01  1.470919389505e+00  5.931053380112e-02 -1.916412951468e-06 
 7.300000000000e-04  3.730777733498e-01  1.473195868505e+00  5.931543105528e-02 -1.916176427484e-06 
 7.310000000000e-04  3.730430026977e-01  1.475473432526e+00  5.932032153429e-02 -1.915939793129e-06 
 7.320000000000e-04  3.730082352869e-01  1.477752080611e+00  5.932520525668e-02 -1.915703050256e-06 
 7.330000000000e-04  3.729734711167e-01  1.480031811800e+00  5.933008224073e-02 -1.915466197942e-06 
 7.340000000000e-04  3.729387101867e-01  1.482312625131e+00  5.933495250505e-02 -1.915229237591e-06 
 7.350000000000e-04  3.729039524970e-01  1.484594519648e+00  5.933981606762e-02 -1.914992168781e-06 
 7.360000000000e-04  3.728691980470e-01  1.486877494395e+00  5.934467294686e-02 -1.914754990970e-06 
 7.370000000000e-04  3.728344468364e-01  1.489161548414e+00  5.934952316073e-02 -1.914517704580e-06 
 7.380000000000e-04  3.727996988650e-01  1.491446680751e+00  5.935436672736e-02 -1.914280310217e-06 
 7.390000000000e-04  3.727649541324e-01  1.493732890451e+00  5.935920366467e-02 -1.914042807288e-06 
 7.400000000000e-04  3.727302126384e-01  1.496020176561e+00  5.936403399060e-02 -1.913805196517e-06 
 7.410000000000e-04  3.726954743829e-01  1.498308538130e+00  5.936885772297e-02 -1.913567476948e-06 
 7.420000000000e-04  3.726607393650e-01  1.500597974206e+00  5.937367487946e-02 -1.913329650848e-06 
 7.430000000000e-04  3.726260075848e-01  1.502888483837e+00  5.937848547782e-02 -1.913091715388e-06 
 7.440000000000e-04  3.725912790421e-01  1.505180066075e+00  5.938328953555e-02 -1.912853672153e-06 
 7.450000000000e-04  3.725565537363e-01  1.507472719971e+00  5.938808707029e-02 -1.912615522152e-06 
 7.460000000000e-04  3.725218316675e-01  1.509766444578e+00  5.939287809945e-02 -1.912377262847e-06 
 7.470000000000e-04  3.724871128350e-01  1.512061238946e+00  5.939766264036e-02 -1.912138897001e-06 
 7.480000000000e-04  3.724523972388e-01  1.514357102131e+00  5.940244071045e-02 -1.911900424487e-06 
 7.490000000000e-04  3.724176848779e-01  1.516654033188e+00  5.940721232684e-02 -1.911661843514e-06 
 7.500000000000e-04  3.723829757531e-01  1.518952031172e+00  5.941197750675e-02 -1.911423157299e-06 
 7.510000000000e-04  3.723482698636e-01  1.521251095141e+00  5.941673626730e-02 -1.911184360885e-06 
 7.520000000000e-04  3.723135672088e-01  1.523551224150e+00  5.942148862550e-02 -1.910945460617e-06 
 7.530000000000e-04  3.722788677885e-01  1.525852417259e+00  5.942623459832e-02 -1.910706451425e-06 
 7.540000000000e-04  3.722441716027e-01  1.528154673526e+00  5.943097420262e-02 -1.910467335366e-06 
 7.550000000000e-04  3.722094786511e-01  1.530457992011e+00  5.943570745524e-02 -1.910228112191e-06 
 7.560000000000e-04  3.721747889330e-01  1.532762371774e+00  5.944043437295e-02 -1.909988783320e-06 
 7.570000000000e-04  3.721401024485e-01  1.535067811878e+00  5.944515497244e-02 -1.909749348001e-06 
 7.580000000000e-04  3.721054191968e-01  1.537374311386e+00  5.944986927035e-02 -1.909509805650e-06 
 7.590000000000e-04  3.720707391785e-01  1.539681869358e+00  5.945457728315e-02 -1.909270156318e-06 
 7.600000000000e-04  3.720360623922e-01  1.541990484859e+00  5.945927902745e-02 -1.909030402312e-06 
 7.610000000000e-04  3.720013888384e-01  1.544300156955e+00  5.946397451951e-02 -1.908790541207e-06 
 7.620000000000e-04  3.719667185165e-01  1.546610884711e+00  5.946866377584e-02 -1.908550574481e-06 
 7.630000000000e-04  3.719320514262e-01  1.548922667193e+00  5.947334681263e-02 -1.908310500962e-06 
 7.640000000000e-04  3.718973875672e-01  1.551235503467e+00  5.947802364612e-02 -1.908070322383e-06 
 7.650000000000e-04  3.718627269392e-01  1.553549392602e+00  5.948269429248e-02 -1.907830037804e-06 
 7.660000000000e-04  3.718280695420e-01  1.555864333666e+00  5.948735876787e-02 -1.907589646830e-06 
 7.670000000000e-04  3.717934153752e-01  1.558180325728e+00  5.949201708816e-02 -1.907349149743e-06 
 7.680000000000e-04  3.717587644386e-01  1.560497367859e+00  5.949666926943e-02 -1.907108549392e-06 
 7.690000000000e-04  3.717241167316e-01  1.562815459129e+00  5.950131532755e-02 -1.906867840900e-06 
 7.700000000000e-04  3.716894722543e-01  1.565134598611e+00  5.950595527838e-02 -1.906627028588e-06 
 7.710000000000e-04  3.716548310062e-01  1.567454785376e+00  5.951058913762e-02 -1.906386111046e-06 
 7.720000000000e-04  3.716201929870e-01  1.569776018496e+00  5.951521692105e-02 -1.906145087413e-06 
 7.730000000000e-04  3.715855581965e-01  1.572098297047e+00  5.951983864431e-02 -1.905903961043e-06 
 7.740000000000e-04  3.715509266341e-01  1.574421620101e+00  5.952445432299e-02 -1.905662727336e-06 
 7.750000000000e-04  3.715162982999e-01  1.576745986735e+00  5.952906397262e-02 -1.905421389107e-06 
 7.760000000000e-04  3.714816731932e-01  1.579071396026e+00  5.953366760860e-02 -1.905179947060e-06 
 7.770000000000e-04  3.714470513142e-01  1.581397847047e+00  5.953826524637e-02 -1.904938398549e-06 
