 time                v(vout)             v(vinf)             v(buck_input)       v(comp)             i(L1)              
 9.538999999999e-03  8.832592931412e+00  8.779475965913e+00  8.892240005423e+00  1.771091258020e+00  5.101123392319e-01 
 9.539999999999e-03  8.832529924557e+00  8.779260679994e+00  8.892176573056e+00  1.772965762174e+00  5.101087005215e-01 
 9.540999999999e-03  8.832466918014e+00  8.779045398656e+00  8.892113140619e+00  1.774855650597e+00  5.101050618817e-01 
 9.541999999999e-03  8.832403912268e+00  8.778830124106e+00  8.892049709781e+00  1.776760454037e+00  5.101014231755e-01 
 9.542999999999e-03  8.832340906752e+00  8.778614854043e+00  8.891986278795e+00  1.778679295415e+00  5.100977845335e-01 
 9.543999999999e-03  8.832277901712e+00  8.778399589338e+00  8.891922848263e+00  1.780611477384e+00  5.100941459215e-01 
 9.544999999999e-03  8.832214897139e+00  8.778184329923e+00  8.891859418210e+00  1.782556437978e+00  5.100905073338e-01 
 9.545999999999e-03  8.832151892428e+00  8.777969075430e+00  8.891795987763e+00  1.784513535450e+00  5.100868688360e-01 
 9.546999999999e-03  8.832088889306e+00  8.777753826765e+00  8.891732559474e+00  1.786482437671e+00  5.100832302290e-01 
 9.547999999999e-03  8.832025886081e+00  8.777538583091e+00  8.891669130712e+00  1.788462388412e+00  5.100795917124e-01 
 9.548999999999e-03  8.831962883262e+00  8.777323344743e+00  8.891605702516e+00  1.790452993508e+00  5.100759532144e-01 
 9.549999999999e-03  8.831899880941e+00  8.777108111677e+00  8.891542274726e+00  1.792453799642e+00  5.100723147474e-01 
 9.550999999999e-03  8.831836878806e+00  8.776892883478e+00  8.891478847694e+00  1.794464334205e+00  5.100686762986e-01 
 9.551999999999e-03  8.831773877650e+00  8.776677661358e+00  8.891415420458e+00  1.796484328472e+00  5.100650378836e-01 
 9.552999999999e-03  8.831710876670e+00  8.776462444138e+00  8.891351994033e+00  1.798513269508e+00  5.100613994852e-01 
 9.553999999999e-03  8.831647876092e+00  8.776247232163e+00  8.891288568026e+00  1.800550844704e+00  5.100577611141e-01 
 9.554999999999e-03  8.831584875998e+00  8.776032025504e+00  8.891225142486e+00  1.802596718986e+00  5.100541227703e-01 
 9.555999999999e-03  8.831521876335e+00  8.775816824156e+00  8.891161717464e+00  1.804650558191e+00  5.100504844385e-01 
 9.556999999999e-03  8.831458877128e+00  8.775601627892e+00  8.891098292780e+00  1.806712109901e+00  5.100468461461e-01 
 9.557999999999e-03  8.831395878441e+00  8.775386437041e+00  8.891034868552e+00  1.808781059640e+00  5.100432078711e-01 
 9.558999999999e-03  8.831332880072e+00  8.775171251444e+00  8.890971444845e+00  1.810857151887e+00  5.100395696195e-01 
 9.559999999999e-03  8.831269882243e+00  8.774956071177e+00  8.890908021582e+00  1.812940139033e+00  5.100359313956e-01 
 9.560999999999e-03  8.831206884815e+00  8.774740896211e+00  8.890844598809e+00  1.815029802839e+00  5.100322931935e-01 
 9.561999999999e-03  8.831143887902e+00  8.774525726404e+00  8.890781176401e+00  1.817125894860e+00  5.100286550163e-01 
 9.562999999999e-03  8.831080891410e+00  8.774310561932e+00  8.890717754496e+00  1.819228220123e+00  5.100250168584e-01 
 9.563999999999e-03  8.831017895396e+00  8.774095402713e+00  8.890654333027e+00  1.821336586061e+00  5.100213787325e-01 
 9.564999999999e-03  8.830954899700e+00  8.773880248543e+00  8.890590911884e+00  1.823450809133e+00  5.100177406339e-01 
 9.565999999999e-03  8.830891904637e+00  8.773665100172e+00  8.890527491329e+00  1.825570736711e+00  5.100141025465e-01 
 9.566999999999e-03  8.830828909938e+00  8.773449956824e+00  8.890464071318e+00  1.827696188613e+00  5.100104644895e-01 
 9.567999999999e-03  8.830765915676e+00  8.773234818711e+00  8.890400651642e+00  1.829826988556e+00  5.100068264612e-01 
 9.568999999999e-03  8.830702921929e+00  8.773019685873e+00  8.890337232494e+00  1.831963014551e+00  5.100031884526e-01 
 9.569999999999e-03  8.830639928539e+00  8.772804558329e+00  8.890273813690e+00  1.834104131110e+00  5.099995504680e-01 
 9.570999999999e-03  8.830576935633e+00  8.772589436108e+00  8.890210395423e+00  1.836250205031e+00  5.099959125128e-01 
 9.571999999999e-03  8.830513943153e+00  8.772374319138e+00  8.890146977561e+00  1.838401153908e+00  5.099922745799e-01 
 9.572999999999e-03  8.830450951162e+00  8.772159207371e+00  8.890083560192e+00  1.840556804935e+00  5.099886366699e-01 
 9.573999999999e-03  8.830387959650e+00  8.771944100959e+00  8.890020143221e+00  1.842717078945e+00  5.099849987854e-01 
 9.574999999999e-03  8.830324984555e+00  8.771729002396e+00  8.889956715855e+00  1.844881848883e+00  5.099813626687e-01 
